numero,texte,signataire,organe,dispositif,seance,sort,discussion_commune,discussion_identique,libelleAbrev,cr,url_seance,dispositif_plaintext,scrutin
868,PIONANR5L16BTC1070,PA794762,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;3, apr&#232;s le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;instance&#160;&#187;,</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;, qui comprend &#233;galement 50&#160;% d&#8217;&#233;lus municipaux r&#233;partis g&#233;ographiquement sur le d&#233;partement concern&#233;, &#160;&#187;</p>",RUANR5L16S2023IDS27002,Rejeté,,,RN,CRSANR5L16S2023O1N215,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N215,"À l’alinéa 3, après le mot :« instance »,insérer les mots :« , qui comprend également 50 % d’élus municipaux répartis géographiquement sur le département concerné,  »",
866,PIONANR5L16BTC1070,PA794762,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;8, apr&#232;s le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;d&#233;finis&#160;&#187;,</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;pour avis&#160;&#187;.</p>",RUANR5L16S2023IDS26999,Rejeté,,,RN,CRSANR5L16S2023O1N212,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N212,"À l’alinéa 8, après le mot :« définis »,insérer les mots :« pour avis ».",VTANR5L16V1416
992,PIONANR5L16BTC1070,PA793548,PO800520,"<p style=""text-align: justify;"">Les &#233;tablissements et services sociaux et m&#233;dico-sociaux&#160;sont tenus de permettre et de faciliter les visites des proches des r&#233;sidents, y compris pendant les p&#233;riodes de crise sanitaire ou d&#8217;urgence, tout en respectant les mesures de sant&#233; publique en vigueur.</p>",RUANR5L16S2023IDS27002,Rejeté,,,RN,CRSANR5L16S2023O1N215,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N215,"Les établissements et services sociaux et médico-sociaux sont tenus de permettre et de faciliter les visites des proches des résidents, y compris pendant les périodes de crise sanitaire ou d’urgence, tout en respectant les mesures de santé publique en vigueur.",VTANR5L16V1437
867,PIONANR5L16BTC1070,PA794762,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;9, apr&#232;s le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;organiser&#160;&#187;,</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;, en liaison avec les maires,&#160;&#187;.</p>",RUANR5L16S2023IDS27001,Rejeté,,,RN,CRSANR5L16S2023O1N214,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N214,"À l’alinéa 9, après le mot :« organiser »,insérer les mots :« , en liaison avec les maires, ».",
881,PIONANR5L16BTC1070,PA795912,PO800520,"<p style=""text-align: justify;"">R&#233;diger ainsi l&#8217;alin&#233;a&#160;17&#160;:</p><p style=""text-align: justify;"">&#171;&#160;<i>Art.&#160;L.&#160;1110&#8209;14</i>. &#8211; Sauf opposition de sa part, un patient accueilli au sein d&#8217;un &#233;tablissement de sant&#233; ou un r&#233;sident d&#8217;un &#233;tablissement d&#233;fini au 6&#176;&#160;du I de l&#8217;article L.&#160;312&#8209;1 du code de l&#8217;action sociale et des familles b&#233;n&#233;ficie d&#8217;un droit de visite quotidien des membres de sa famille ou des proches d&#233;sign&#233;s lors de son admission.&#160;&#187;</p>",RUANR5L16S2023IDS27002,Rejeté,,,RN,CRSANR5L16S2023O1N215,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N215,"Rédiger ainsi l’alinéa 17 :« Art. L. 1110‑14. – Sauf opposition de sa part, un patient accueilli au sein d’un établissement de santé ou un résident d’un établissement défini au 6° du I de l’article L. 312‑1 du code de l’action sociale et des familles bénéficie d’un droit de visite quotidien des membres de sa famille ou des proches désignés lors de son admission. »",VTANR5L16V1429
1224,PIONANR5L16BTC1070,PA793230,PO800520,"<p style=""text-align: justify;"">Apr&#232;s l&#8217;alin&#233;a&#160;11, ins&#233;rer l&#8217;alin&#233;a suivant</p><p style=""text-align: justify;"">&#171;&#160;4&#176;&#160;Pour faciliter la mise en contact de ces m&#234;mes personnes, sous r&#233;serve de leur accord, avec des solutions d&#8217;habitats inclusifs ou partag&#233;s visant &#224; lutter contre l&#8217;isolement social.&#160;&#187;</p>",RUANR5L16S2023IDS27001,Rejeté,,,RN,CRSANR5L16S2023O1N214,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N214,"Après l’alinéa 11, insérer l’alinéa suivant« 4° Pour faciliter la mise en contact de ces mêmes personnes, sous réserve de leur accord, avec des solutions d’habitats inclusifs ou partagés visant à lutter contre l’isolement social. »",
505,PIONANR5L16BTC1070,PA794954,PO800520,"<p style=""text-align: justify;"">Substituer aux alin&#233;as 1 &#224; 3 l&#8217;alin&#233;a suivant&#160;:</p><p style=""text-align: justify;"">&#171;&#160;I.&#160;&#8211;&#160;L&#8217;&#201;tat autorise la mise en place d&#8217;une carte professionnelle pour les professionnels des services autonomie &#224; domicile mentionn&#233;s &#224; l&#8217;article L.&#160;313&#8209;1-3 du code de l&#8217;action sociale et des familles, ainsi que des professionnels des services mentionn&#233;s au 1&#176;&#160;de l&#8217;article L.&#160;7232&#8209;6 du code du travail et des professionnels intervenant en emploi direct, assurant des prestations d&#8217;aide &#224; domicile.&#160;&#187;</p>",RUANR5L16S2023IDS27003,Rejeté,,,RN,CRSANR5L16S2023O1N216,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N216,"Substituer aux alinéas 1 à 3 l’alinéa suivant :« I. – L’État autorise la mise en place d’une carte professionnelle pour les professionnels des services autonomie à domicile mentionnés à l’article L. 313‑1-3 du code de l’action sociale et des familles, ainsi que des professionnels des services mentionnés au 1° de l’article L. 7232‑6 du code du travail et des professionnels intervenant en emploi direct, assurant des prestations d’aide à domicile. »",
54,PIONANR5L16B0346,PA796026,PO800520,"<p style=""text-align: justify;"">I.&#160;&#8211;&#160;&#192; l&#8217;alin&#233;a&#160;3, substituer aux mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;juridictions des&#160;&#187;,</p><p style=""text-align: justify;"">les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;juges aux&#160;&#187;.</p><p style=""text-align: justify;"">II.&#160;&#8211;&#160;En cons&#233;quence, supprimer les alin&#233;as&#160;4 &#224;&#160;13.</p><p style=""text-align: justify;"">III.&#160;&#8211;&#160;En cons&#233;quence, &#224; l&#8217;alin&#233;a&#160;16, substituer aux mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;un juge&#160;&#187;,</p><p style=""text-align: justify;"">les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;trois juges&#160;&#187;.</p><p style=""text-align: justify;"">IV.&#160;&#8211;&#160;En cons&#233;quence, &#224; la fin du m&#234;me alin&#233;a&#160;16, substituer aux mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;des violences intrafamiliales&#160;&#187;,</p><p style=""text-align: justify;"">le mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;judiciaire&#160;&#187;.</p><p style=""text-align: justify;"">V.&#160;&#8211;&#160;En cons&#233;quence, supprimer l&#8217;alin&#233;a&#160;17.</p><p style=""text-align: justify;"">VI.&#160;&#8211;&#160;En cons&#233;quence, &#224; l&#8217;alin&#233;a&#160;18, substituer aux mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Le juge aux violences intrafamiliales conna&#238;t&#160;&#187;</p><p style=""text-align: justify;"">les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Les juges aux violences intrafamiliales connaissent&#160;&#187;.</p><p style=""text-align: justify;"">VII.&#160;&#8211;&#160;En cons&#233;quence, apr&#232;s l&#8217;alin&#233;a&#160;18, ins&#233;rer les quatre alin&#233;as suivants&#160;:</p><p style=""text-align: justify;"">&#171;&#160;<i>Art.&#160;L.&#160;256&#8209;3.</i>&#160;&#8211;&#160;Les juges aux violences intrafamiliales connaissent, dans les conditions d&#233;finies par le code de proc&#233;dure p&#233;nale, des d&#233;lits constitutifs d&#8217;une atteinte &#224; l&#8217;int&#233;grit&#233; de la personne commis&#160;:</p><p style=""text-align: justify;"">&#171;&#160;1&#176;&#160;Sur un ascendant l&#233;gitime ou naturel ou sur les p&#232;re ou m&#232;re adoptifs&#160;;</p><p style=""text-align: justify;"">&#171;&#160;2&#176;&#160;Par le conjoint, le concubin ou le partenaire li&#233; &#224; la victime par un pacte civil de solidarit&#233;, y compris lorsqu&#8217;ils ne cohabitent pas&#160;;</p><p style=""text-align: justify;"">&#171;&#160;3&#176;&#160;Sur la personne de son enfant ou de l&#8217;enfant de son conjoint, concubin ou partenaire li&#233; par un pacte civil de solidarit&#233;.&#160;&#187;</p><p style=""text-align: justify;"">VIII.&#160;&#8211;&#160;En cons&#233;quence, supprimer la premi&#232;re phrase de l&#8217;alin&#233;a&#160;21.</p><p style=""text-align: justify;"">IX.&#160;&#8211;&#160;En cons&#233;quence, au d&#233;but de la deuxi&#232;me phrase du m&#234;me alin&#233;a&#160;21, substituer au mot&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Il&#160;&#187;,</p><p style=""text-align: justify;"">les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Le minist&#232;re public&#160;&#187;.</p>",RUANR5L16S2023IDS26565,Rejeté,,,RN,CRSANR5L16S2023O1N079,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N079,"I. – À l’alinéa 3, substituer aux mots :« juridictions des »,les mots :« juges aux ».II. – En conséquence, supprimer les alinéas 4 à 13.III. – En conséquence, à l’alinéa 16, substituer aux mots :« un juge »,les mots :« trois juges ».IV. – En conséquence, à la fin du même alinéa 16, substituer aux mots :« des violences intrafamiliales »,le mot :« judiciaire ».V. – En conséquence, supprimer l’alinéa 17.VI. – En conséquence, à l’alinéa 18, substituer aux mots :« Le juge aux violences intrafamiliales connaît »les mots :« Les juges aux violences intrafamiliales connaissent ».VII. – En conséquence, après l’alinéa 18, insérer les quatre alinéas suivants :« Art. L. 256‑3. – Les juges aux violences intrafamiliales connaissent, dans les conditions définies par le code de procédure pénale, des délits constitutifs d’une atteinte à l’intégrité de la personne commis :« 1° Sur un ascendant légitime ou naturel ou sur les père ou mère adoptifs ;« 2° Par le conjoint, le concubin ou le partenaire lié à la victime par un pacte civil de solidarité, y compris lorsqu’ils ne cohabitent pas ;« 3° Sur la personne de son enfant ou de l’enfant de son conjoint, concubin ou partenaire lié par un pacte civil de solidarité. »VIII. – En conséquence, supprimer la première phrase de l’alinéa 21.IX. – En conséquence, au début de la deuxième phrase du même alinéa 21, substituer au mot :« Il »,les mots :« Le ministère public ».",
39,PIONANR5L16BTC0280,PA720468,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;2, apr&#232;s le mot&#160;:&#160;</p><p style=""text-align: justify;"">&#171;&#160;financier&#160;&#187;</p><p style=""text-align: justify;"">ins&#233;rer les mots&#160;:</p><p style=""text-align: justify;"">&#171;&#160;et de mesures fiscales&#160;&#187;.</p>",RUANR5L16S2023IDS26383,Rejeté,,,RN,CRSANR5L16S2023O1N007,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N007,"À l’alinéa 2, après le mot : « financier »insérer les mots :« et de mesures fiscales ».",
52,PIONANR5L16BTC0280,PA793852,PO800520,"<p style=""text-align: justify;"">&#192; l&#8217;alin&#233;a&#160;2, supprimer les mots&#160;:</p><p>&#171;&#160;la pr&#233;sence de plastique dans le produit et&#160;&#187;.</p>",RUANR5L16S2023IDS26383,Rejeté,,,RN,CRSANR5L16S2023O1N007,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N007,"À l’alinéa 2, supprimer les mots :« la présence de plastique dans le produit et ».",
53,PIONANR5L16BTC0280,PA793852,PO800520,"<p style=""text-align: justify;"">Supprimer la seconde phrase de l'alin&#233;a&#160;3.</p>",RUANR5L16S2023IDS26383,Rejeté,,,RN,CRSANR5L16S2023O1N007,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N007,Supprimer la seconde phrase de l'alinéa 3.,
28,PIONANR5L16B0352,PA796050,PO800520,"<p style=""text-align: justify;"">R&#233;diger ainsi cet article&#160;:</p><p style=""text-align: justify;"">&#171;&#160;Le livre VI du code de l&#8217;entr&#233;e et du s&#233;jour des &#233;trangers et du droit d&#8217;asile est ainsi modifi&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;1&#176;&#160;Le chapitre IV du titre I est compl&#233;t&#233; par une section 6 ainsi r&#233;dig&#233;e&#160;:</p><p style=""text-align: justify;"">&#171;&#160;<i>Section 6</i></p><p style=""text-align: justify;""><i>&#171;&#160;Dispositions sp&#233;ciales au contentieux des d&#233;cisions portant obligation de quitter le territoire fran&#231;ais fond&#233;es sur une menace contre l&#8217;ordre public</i></p><p style=""text-align: justify;"">&#171;&#160;<i>Art.&#160;L.&#160;614&#8209;20.&#160;&#8211;&#160;</i>Les cours administratives d&#8217;appel jugent en premier et dernier ressort les contestations des d&#233;cisions pr&#233;vues au 5&#176;&#160;de l&#8217;article L.&#160;611&#8209;1.</p><p style=""text-align: justify;"">&#171;&#160;L&#8217;affaire est jug&#233;e par le pr&#233;sident de la Cour, le premier vice-pr&#233;sident, l&#8217;un des pr&#233;sidents de chambre ou l&#8217;un des pr&#233;sidents-assesseurs, ou par un premier conseiller ayant au moins trois ans d&#8217;anciennet&#233; dans l&#8217;exercice de fonctions en cour administrative d&#8217;appel.</p><p style=""text-align: justify;"">&#171;&#160;Seuls sont invocables des moyens tir&#233;s de l&#8217;incomp&#233;tence de l&#8217;auteur de l&#8217;acte, d&#8217;un vice de forme ou de proc&#233;dure ou de l&#8217;inexactitude mat&#233;rielle des faits. Le contr&#244;le du juge ne porte pas sur la qualification juridique des faits.</p><p style=""text-align: justify;"">&#171;&#160;L&#8217;autorit&#233; administrative peut, jusqu&#8217;&#224; l&#8217;ouverture de l&#8217;audience, r&#233;gulariser les vices tir&#233;s des vices de comp&#233;tence, de forme ou de proc&#233;dure par une nouvelle d&#233;cision se substituant en cours d&#8217;instance &#224; la d&#233;cision initiale.</p><p style=""text-align: justify;"">&#171;&#160;Le recours en cassation contre le jugement du tribunal administratif n&#8217;est ouvert qu&#8217;au ministre, ou au repr&#233;sentant de l&#8217;&#201;tat dans les conditions fix&#233;es par d&#233;cret, ainsi qu&#8217;&#224; la seule personne objet de la mesure d&#8217;expulsion.</p><p style=""text-align: justify;"">&#171;&#160;2&#176;&#160;Le titre III est compl&#233;t&#233; par un chapitre III ainsi r&#233;dig&#233;&#160;:</p><p style=""text-align: justify;"">&#171;&#160;<i>Chapitre III</i></p><p style=""text-align: justify;"">&#171;&#160;<i>Contentieux</i></p><p style=""text-align: justify;"">&#171;&#160;<i>Art.&#160;L.&#160;632&#8209;8.&#160;&#8211;&#160;</i>Les cours administratives d&#8217;appel jugent en premier et dernier ressort les contestations des d&#233;cisions pr&#233;vues aux articles L.&#160;631&#8209;1, L.&#160;631&#8209;2, L.&#160;631&#8209;3 et L.&#160;632&#8209;3 &#224; L.&#160;632&#8209;7.</p><p style=""text-align: justify;"">&#171;&#160;La formation de jugement est pr&#233;sid&#233;e par le pr&#233;sident de la Cour ou par le premier vice-pr&#233;sident. Elle est compos&#233;e en outre de premiers conseillers ayant au moins trois ans d&#8217;anciennet&#233; dans l&#8217;exercice de fonctions en cour administrative d&#8217;appel.</p><p style=""text-align: justify;"">&#171;&#160;Seuls sont invocables des moyens tir&#233;s de l&#8217;incomp&#233;tence de l&#8217;auteur de l&#8217;acte, d&#8217;un vice de forme ou de proc&#233;dure ou de l&#8217;inexactitude mat&#233;rielle des faits. Le contr&#244;le du juge ne porte pas sur la qualification juridique des faits.</p><p style=""text-align: justify;"">&#171;&#160;L&#8217;autorit&#233; administrative peut, jusqu&#8217;&#224; l&#8217;ouverture de l&#8217;audience, r&#233;gulariser les vices tir&#233;s des vices de comp&#233;tence, de forme ou de proc&#233;dure par une nouvelle d&#233;cision se substituant en cours d&#8217;instance &#224; la d&#233;cision initiale.</p><p style=""text-align: justify;"">&#171;&#160;Le recours en cassation contre le jugement du tribunal administratif n&#8217;est ouvert qu&#8217;au ministre, ou au repr&#233;sentant de l&#8217;&#201;tat dans les conditions fix&#233;es par d&#233;cret, ainsi qu&#8217;&#224; la seule personne objet de la mesure d&#8217;expulsion.&#160;&#187;</p>",RUANR5L16S2023IDS26564,Tombé,,,RN,CRSANR5L16S2023O1N078,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N078,"Rédiger ainsi cet article :« Le livre VI du code de l’entrée et du séjour des étrangers et du droit d’asile est ainsi modifié :« 1° Le chapitre IV du titre I est complété par une section 6 ainsi rédigée :« Section 6« Dispositions spéciales au contentieux des décisions portant obligation de quitter le territoire français fondées sur une menace contre l’ordre public« Art. L. 614‑20. – Les cours administratives d’appel jugent en premier et dernier ressort les contestations des décisions prévues au 5° de l’article L. 611‑1.« L’affaire est jugée par le président de la Cour, le premier vice-président, l’un des présidents de chambre ou l’un des présidents-assesseurs, ou par un premier conseiller ayant au moins trois ans d’ancienneté dans l’exercice de fonctions en cour administrative d’appel.« Seuls sont invocables des moyens tirés de l’incompétence de l’auteur de l’acte, d’un vice de forme ou de procédure ou de l’inexactitude matérielle des faits. Le contrôle du juge ne porte pas sur la qualification juridique des faits.« L’autorité administrative peut, jusqu’à l’ouverture de l’audience, régulariser les vices tirés des vices de compétence, de forme ou de procédure par une nouvelle décision se substituant en cours d’instance à la décision initiale.« Le recours en cassation contre le jugement du tribunal administratif n’est ouvert qu’au ministre, ou au représentant de l’État dans les conditions fixées par décret, ainsi qu’à la seule personne objet de la mesure d’expulsion.« 2° Le titre III est complété par un chapitre III ainsi rédigé :« Chapitre III« Contentieux« Art. L. 632‑8. – Les cours administratives d’appel jugent en premier et dernier ressort les contestations des décisions prévues aux articles L. 631‑1, L. 631‑2, L. 631‑3 et L. 632‑3 à L. 632‑7.« La formation de jugement est présidée par le président de la Cour ou par le premier vice-président. Elle est composée en outre de premiers conseillers ayant au moins trois ans d’ancienneté dans l’exercice de fonctions en cour administrative d’appel.« Seuls sont invocables des moyens tirés de l’incompétence de l’auteur de l’acte, d’un vice de forme ou de procédure ou de l’inexactitude matérielle des faits. Le contrôle du juge ne porte pas sur la qualification juridique des faits.« L’autorité administrative peut, jusqu’à l’ouverture de l’audience, régulariser les vices tirés des vices de compétence, de forme ou de procédure par une nouvelle décision se substituant en cours d’instance à la décision initiale.« Le recours en cassation contre le jugement du tribunal administratif n’est ouvert qu’au ministre, ou au représentant de l’État dans les conditions fixées par décret, ainsi qu’à la seule personne objet de la mesure d’expulsion. »",
