uid,objet,type,date,seance,sort
VTANR5L16V716,l'amendement de suppression n° 1489 de M. Wulfranc et les amendements identiques suivants à l'article 2 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26606,adopté
VTANR5L16V1631,l'amendement n° 1195 de M. Lachaud et l'amendement identique suivant à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-25,RUANR5L16S2023IDS27074,rejeté
VTANR5L16V1753,l'amendement de rédaction globale n° 21 de M. Peu à l'article 2 de la proposition de loi maintenant provisoirement un dispositif de plafonnement de revalorisation de la variation annuelle des indices locatifs (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27083,rejeté
VTANR5L16V342,l'amendement n° 1956 de M. Echaniz après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,RUANR5L16S2023IDS26401,rejeté
VTANR5L16V71,l'article 15 du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-21,RUANR5L16S2022IDS26212,adopté
VTANR5L16V480,l'amendement n° 770 de M. Ratenon à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,adopté
VTANR5L16V245,l'amendement n° 56 de M. Coquerel et l'amendement suivant à l'article 17 du projet de loi de programmation des finances publiques pour les années 2023-2027 (première lecture).,scrutin public ordinaire,2022-10-11,RUANR5L16S2023IDS26389,rejeté
VTANR5L16V370,l'amendement n° 708 de M. Guedj après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,RUANR5L16S2023IDS26461,rejeté
VTANR5L16V1559,l'article 16 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,adopté
VTANR5L16V705,le sous-amendement n° 3149 de M. Tavel et le sous-amendement identique suivant à l'amendement n° 2429 de M. Laisney à l'article 3 (examen prioritaire) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-08,RUANR5L16S2023IDS26604,rejeté
VTANR5L16V926,l'amendement n° 19 de Mme Calvez et les amendements identiques suivants à l'article premier de la proposition de loi visant à garantir un tarif réduit aux étudiants boursiers et précaires dans les sites de restauration gérés par les centres régionaux des oeuvres universitaires (première lecture).,scrutin public ordinaire,2023-02-09,RUANR5L16S2023IDS26784,adopté
VTANR5L16V252,l'amendement de suppression n° 3189 de la commission des finances à l'article liminaire du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-12,RUANR5L16S2023IDS26390,rejeté
VTANR5L16V1481,l'article 3 bis de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27023,adopté
VTANR5L16V868,l'amendement n° 397 du Gouvernement et les amendements identiques suivants à l'article 2 de la proposition de loi portant amélioration de l'accès aux soins par la confiance aux professionnels de santé (première lecture).,scrutin public ordinaire,2023-01-19,RUANR5L16S2023IDS26693,adopté
VTANR5L16V394,l'amendement n° 1312 de Mme Garrido à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Justice,scrutin public ordinaire,2022-10-27,RUANR5L16S2023IDS26417,rejeté
VTANR5L16V1072,l'amendement n° 3279 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V691,l'amendement n° 2419 de M. Tavel à l'article 3 (examen prioritaire) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-07,RUANR5L16S2023IDS26602,rejeté
VTANR5L16V1048,l'amendement n° 3193 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V1458,"l'amendement n° 9 de Mme Paris à l'article premier de la proposition de loi portant abrogation de l'obligation vaccinale contre la covid-19 dans les secteurs médicaux, paramédicaux et d'aide à la personne et visant à la réintégration des professionnels et étudiants suspendus (première lecture).",scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27022,rejeté
VTANR5L16V874,l'amendement n° 441 de M. Valletoux après l'article 4 bis de la proposition de loi portant amélioration de l'accès aux soins par la confiance aux professionnels de santé (première lecture).,scrutin public ordinaire,2023-01-19,RUANR5L16S2023IDS26693,adopté
VTANR5L16V782,l'amendement n° 247 de Mme Heydel Grillere à l'article 11 decies du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-14,RUANR5L16S2023IDS26638,adopté
VTANR5L16V1192,l'amendement n° 196 de M. Marleix à l'article 1er F du projet de loi relatif à l'accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-14,RUANR5L16S2023IDS26880,adopté
VTANR5L16V525,l'amendement n° 535 de M. Dubois après l'article 2 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-08,RUANR5L16S2023IDS26434,rejeté
VTANR5L16V661,l'article 2 de la proposition de loi visant à protéger les logements contre l'occupation illicite (première lecture).,scrutin public ordinaire,2022-12-02,RUANR5L16S2023IDS26566,adopté
VTANR5L16V1471,l'amendement n° 40 de Mme Arrighi à l'article 2 de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27023,rejeté
VTANR5L16V1447,l'amendement n° 1005 (rect.) de Mme Vidal après l'article 5 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,RUANR5L16S2023IDS27003,adopté
VTANR5L16V604,l'article 15 du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-17,RUANR5L16S2023IDS26505,adopté
VTANR5L16V208,l'article premier du projet de loi portant mesures d'urgence relatives au fonctionnement du marché du travail en vue du plein emploi (première lecture).,scrutin public ordinaire,2022-10-04,RUANR5L16S2023IDS26380,adopté
VTANR5L16V1011,l'amendement n° 3452 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,RUANR5L16S2023IDS26797,rejeté
VTANR5L16V1669,l'amendement n° 632 de M. Lachaud et l'amendement identique suivant à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-26,RUANR5L16S2023IDS27078,rejeté
VTANR5L16V947,l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,RUANR5L16S2023IDS26787,adopté
VTANR5L16V493,"l'amendement n° 345 de M. Leseul à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Écologie, développement et mobilités durables.",scrutin public ordinaire,2022-10-31,RUANR5L16S2023IDS26425,adopté
VTANR5L16V1497,l'amendement n° 33 de M. Gosselin après l'article unique de la proposition de loi visant à rendre obligatoire le pavoisement des drapeaux français et européen sur le fronton des mairies (première lecture).,scrutin public ordinaire,2023-05-10,RUANR5L16S2023IDS27040,adopté
VTANR5L16V587,l'amendement n° 767 de Mme Moutchou et l'amendement identique suivant à l'article 7 bis du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-17,RUANR5L16S2023IDS26504,adopté
VTANR5L16V873,l'amendement n° 438 du Gouvernement et l'amendement identique suivant après l'article 4 bis de la proposition de loi portant amélioration de l'accès aux soins par la confiance aux professionnels de santé (première lecture).,scrutin public ordinaire,2023-01-19,RUANR5L16S2023IDS26693,adopté
VTANR5L16V1466,l'amendement n° 22 de M. Jean-René Cazeneuve et l'amendement identique suivant à l'article 2 de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27023,rejeté
VTANR5L16V974,l'amendement n° 1523 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,RUANR5L16S2023IDS26794,rejeté
VTANR5L16V251,l'article 25 du projet de loi de programmation des finances publiques pour les années 2023-2027 (première lecture).,scrutin public ordinaire,2022-10-11,RUANR5L16S2023IDS26389,adopté
VTANR5L16V291,l'amendement n° 556 de M. Lottiaux après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26394,rejeté
VTANR5L16V351,l'article premier du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-20,RUANR5L16S2023IDS26405,rejeté
VTANR5L16V454,l'amendement n° 366 de M. Nadeau à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,adopté
VTANR5L16V620,l'amendement n° 194 de M. Guedj à l'article 4 du projet de loi de financement de la sécurité sociale pour 2023 (nouvelle lecture).,scrutin public ordinaire,2022-11-21,RUANR5L16S2023IDS26537,rejeté
VTANR5L16V1360,l'ensemble de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,RUANR5L16S2023IDS26945,adopté
VTANR5L16V1502,"l'amendement n° 20 (rect.) du Gouvernement et l'amendement identique suivant après l'article 2 de la proposition de loi visant à faciliter la mobilité internationale des alternants, pour un « Erasmus de l’apprentissage » (première lecture).",scrutin public ordinaire,2023-05-11,RUANR5L16S2023IDS27041,adopté
VTANR5L16V1567,le sous-amendement n° 574 de M. Rancoule à l'amendement n° 546 (rect.) du Gouvernement à l'article 34 (examen prioritaire) de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,rejeté
VTANR5L16V843,"la motion de rejet préalable, déposée par Mme Marine Le Pen, de la proposition de loi visant à sécuriser l'approvisionnement des Français en produits de grande consommation (première lecture).",scrutin public ordinaire,2023-01-17,RUANR5L16S2023IDS26690,rejeté
VTANR5L16V768,le sous-amendement n° 3205 de M. Thierry à l'amendement n° 1155 de M. Plassard à l'article 12 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-13,RUANR5L16S2023IDS26619,rejeté
VTANR5L16V433,l'amendement n° 895 de Mme Legrain à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Culture.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26421,rejeté
VTANR5L16V1038,l'amendement n° 3188 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
